timestamp,full_time,region,work_site,male,age,education,phd,english_level,position,title,programming_language,industry,company_type,number_of_employees,total_experience,salary,salary_change,bonus
,1,Інше,Віддалено,1,31,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,Leasing,Аутстафінгова,до 1000,3.0,2700,800.0,
,1,Запоріжжя,В офісі,1,23,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,High Load Systems,Аутстафінгова,до 50,3.0,2700,600.0,
,1,Харків,Віддалено,1,27,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,"Manufacturing, Telecom",Аутсорсингова,до 200,5.0,2700,700.0,30
,1,Київ,Віддалено,1,28,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,GameDev,Аутсорсингова,до 1000,2.0,2700,700.0,
,1,Хмельницький,"Частково віддалено, частково в офісі",1,27,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,"E-commerce, Fintech, Logistics",Аутстафінгова,до 200,5.0,2700,700.0,
,1,Тернопіль,Віддалено,1,27,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,"E-commerce, Edtech, Gambling",Аутсорсингова,до 200,4.0,2700,700.0,
,1,Хмельницький,Віддалено,1,40,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,JavaScript,Manufacturing,Аутсорсингова,до 1000,7.0,2700,700.0,
,1,Харків,"Частково віддалено, частково в офісі",1,27,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Kotlin,"E-commerce, Mobile",Аутстафінгова,до 1000,4.0,2700,700.0,200
,1,Інше,Віддалено,1,29,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,Fintech,Аутстафінгова,до 200,2.0,2700,700.0,
,1,Харків,Віддалено,1,24,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Adtech,Аутстафінгова,до 200,5.0,2700,600.0,
,1,Житомир,"Частково віддалено, частково в офісі",1,29,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,PHP,E-commerce,Аутсорсингова,до 200,2.0,2700,600.0,
,1,Львів,Віддалено,1,27,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,Hardware,Продуктова,до 1000,4.0,2700,550.0,
,1,Київ,Віддалено,0,23,Вища,Немає,6,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,"Automotive, E-commerce",Аутстафінгова,до 200,3.0,2700,500.0,1350
,1,Харків,"Частково віддалено, частково в офісі",0,36,Дві вищі,Кандидат наук,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Legal,Аутсорсингова,понад 1000,4.0,2700,500.0,
,1,Київ,,1,28,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,TypeScript,"Fintech, Logistics, Mobile",Аутсорсингова,до 1000,3.0,2700,500.0,400
,1,Львів,Віддалено,1,38,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,PHP,Cloud Computing,Продуктова,до 200,10.0,2700,500.0,
,1,Харків,"Частково віддалено, частково в офісі",1,38,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,"ERP, Machine Learning",Стартап,до 50,6.0,2700,500.0,
,1,Київ,"Частково віддалено, частково в офісі",1,24,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,"Hardware, Retail",Аутсорсингова,понад 1000,3.0,2700,500.0,300
,1,Київ,Віддалено,1,37,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,"Insurance, Medtech",Аутсорсингова,понад 1000,5.0,2700,500.0,
,1,Івано-Франківськ,Віддалено,1,27,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,"Retail, Real Estate, Travel",Аутсорсингова,до 50,7.0,2700,500.0,2000
,1,Дніпро,"Частково віддалено, частково в офісі",1,26,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,"Automotive, Cloud Computing",Продуктова,до 200,2.0,2700,500.0,200
,1,Інше,Віддалено,1,35,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,C# / .NET,E-commerce,Аутсорсингова,до 50,6.0,2700,500.0,150
,1,Одеса,В офісі,1,25,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Swift,E-commerce,Продуктова,до 50,5.0,2700,450.0,150
,1,Львів,"Частково віддалено, частково в офісі",1,23,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Fintech,Аутстафінгова,до 200,3.0,2700,450.0,
,1,Харків,"Частково віддалено, частково в офісі",1,31,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,JavaScript,Fintech,Продуктова,до 10 спеціалістів,2.0,2700,400.0,
,1,Вінниця,Віддалено,1,28,Вища,Немає,6,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,C# / .NET,Fintech,Аутстафінгова,до 10 спеціалістів,7.0,2700,330.0,
,1,Київ,Віддалено,1,27,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Python,E-commerce,Продуктова,до 1000,5.0,2700,300.0,
,1,Київ,"Частково віддалено, частково в офісі",1,37,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,Dating,Аутстафінгова,до 50,1.0,2700,300.0,200
,1,Київ,Віддалено,1,30,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C,"Automotive, Embedded",Аутсорсингова,понад 1000,4.0,2700,300.0,
,1,Київ,Віддалено,0,35,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Insurance,Аутсорсингова,до 50,4.0,2700,300.0,
,1,Київ,"Частково віддалено, частково в офісі",1,32,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,Embedded,Аутсорсингова,понад 1000,4.0,2700,300.0,
,1,Черкаси,Віддалено,1,28,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Team Lead,Java,Fintech,Аутстафінгова,до 1000,8.0,2700,300.0,1000
,1,Київ,"Частково віддалено, частково в офісі",1,33,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,Fintech,Продуктова,до 50,5.0,2700,300.0,
,1,Київ,"Частково віддалено, частково в офісі",1,43,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,C++,"Embedded, Mobile",Продуктова,до 50,10.0,2700,200.0,
,1,Київ,Віддалено,1,37,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Kotlin,"E-commerce, Fintech, Media",Аутсорсингова,до 50,5.0,2700,200.0,
,1,Львів,Віддалено,1,26,Середня,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,Media,Аутсорсингова,до 1000,8.0,2700,200.0,
,1,Київ,Віддалено,1,45,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Media,Аутстафінгова,до 1000,8.0,2700,200.0,
,1,Полтава,Віддалено,1,23,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,"E-commerce, Fintech, Insurance",Продуктова,до 10 спеціалістів,5.0,2700,200.0,
,1,Київ,Віддалено,1,32,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,"E-commerce, Retail",Продуктова,до 50,4.0,2700,200.0,
,1,Київ,"Частково віддалено, частково в офісі",1,28,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,GameDev,Продуктова,понад 1000,6.0,2700,150.0,
,1,Чернігів,Віддалено,1,34,Дві вищі,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Automotive,Аутсорсингова,понад 1000,4.0,2700,0.0,100
,1,Харків,Віддалено,0,26,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,E-commerce,Аутстафінгова,до 200,4.0,2700,0.0,
,1,Львів,Віддалено,1,33,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,C# / .NET,"E-commerce, Fintech, Retail",Аутстафінгова,понад 1000,5.0,2700,0.0,
,1,Запоріжжя,Віддалено,1,32,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,Real Estate,Аутсорсингова,понад 1000,9.0,2680,200.0,
,1,Харків,Віддалено,1,21,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Dart,"Data Science, Internet of Things, Logistics",Аутстафінгова,понад 1000,3.0,2660,1200.0,1000
,1,Київ,"Частково віддалено, частково в офісі",0,29,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,Fintech,Стартап,до 50,4.0,2660,900.0,855
,1,Харків,В офісі,0,25,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,Cloud Computing,Аутсорсингова,понад 1000,3.0,2660,800.0,
,1,Харків,Віддалено,0,29,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Medtech,Аутсорсингова,понад 1000,3.0,2660,760.0,
,1,Київ,"Частково віддалено, частково в офісі",1,24,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,Manufacturing,Продуктова,до 1000,4.0,2660,475.0,
,1,Київ,Віддалено,0,39,Вища,Немає,6,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,SQL,"Big Data, ERP, Fintech",Аутсорсингова,понад 1000,5.0,2660,300.0,
,1,Інше,Віддалено,1,43,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,Gambling,Продуктова,до 1000,10.0,2660,200.0,
,1,Київ,"Частково віддалено, частково в офісі",1,23,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Telecom,Продуктова,понад 1000,2.0,2650,1700.0,
,1,Київ,Віддалено,0,27,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Fintech,Продуктова,до 50,2.0,2650,1150.0,
,1,Київ,Віддалено,0,26,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,"Fintech, Machine Learning",Аутсорсингова,понад 1000,4.0,2650,1000.0,1500
,1,Київ,Віддалено,1,21,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Big Data,Аутсорсингова,Лише я,4.0,2650,650.0,
,1,Дніпро,Віддалено,0,25,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Java,Medtech,Аутсорсингова,понад 1000,4.0,2650,650.0,
,1,Львів,Віддалено,1,23,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Python,"Fintech, Machine Learning",Аутсорсингова,до 1000,3.0,2650,600.0,
,1,Луцьк,"Частково віддалено, частково в офісі",1,26,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,,Media,Аутсорсингова,до 200,6.0,2650,600.0,
,1,Харків,Віддалено,1,31,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,"Telecom,  Streaming service",Аутсорсингова,понад 1000,4.0,2650,600.0,
,1,Харків,Віддалено,1,39,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Media,Продуктова,до 50,5.0,2650,500.0,
,1,Рівне,Віддалено,1,27,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Swift,"Fintech, Mobile",Аутстафінгова,до 1000,5.0,2650,450.0,
,1,Київ,"Частково віддалено, частково в офісі",0,28,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Travel,Продуктова,до 200,6.0,2650,350.0,
,1,Харків,Віддалено,1,28,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,Fintech,Продуктова,до 50,7.0,2650,200.0,
,1,Чернівці,"Частково віддалено, частково в офісі",1,22,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Care services,Аутсорсингова,понад 1000,3.0,2637,1663.0,
,1,Миколаїв,Віддалено,1,32,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,Fintech,Аутсорсингова,понад 1000,9.0,2630,800.0,
,1,Київ,Віддалено,1,25,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,ERP,Аутсорсингова,до 50,4.0,2625,625.0,2625
,1,Харків,Віддалено,1,23,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,C# / .NET,E-commerce,Аутсорсингова,понад 1000,2.0,2620,1760.0,
,1,Миколаїв,Віддалено,1,28,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Python,"Automotive, E-commerce, Fintech",Аутсорсингова,понад 1000,5.0,2620,1600.0,
,1,Львів,Віддалено,1,27,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Kotlin,"AR/VR, Manufacturing",Аутсорсингова,понад 1000,5.0,2613,560.0,
,1,Львів,Віддалено,0,23,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Security,Аутсорсингова,понад 1000,3.0,2610,1200.0,
,1,Дніпро,Віддалено,1,18,Середня,Немає,6,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Go,E-commerce,Аутсорсингова,до 1000,1.0,2600,2600.0,
,1,Харків,Віддалено,1,23,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Big Data,Аутсорсингова,до 10 спеціалістів,1.0,2600,2000.0,
,1,Львів,Віддалено,1,22,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,Automotive,Аутсорсингова,понад 1000,2.0,2600,1800.0,
,1,Київ,Віддалено,1,22,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Media,Аутсорсингова,до 1000,3.0,2600,1800.0,
,1,Київ,"Частково віддалено, частково в офісі",1,19,Студент,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,E-commerce,Аутсорсингова,до 1000,3.0,2600,1800.0,100
,1,Київ,Віддалено,1,20,Студент,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Big Data,Аутсорсингова,понад 1000,2.0,2600,1700.0,
,1,Ужгород,Віддалено,1,24,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Fintech,Аутсорсингова,понад 1000,3.0,2600,1700.0,200
,1,Маріуполь,Віддалено,1,35,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,"E-commerce, Retail",Аутсорсингова,понад 1000,3.0,2600,1600.0,
,1,Київ,"Частково віддалено, частково в офісі",1,24,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Junior,C,"Embedded, Hardware, Internet of Things",Продуктова,понад 1000,1.5,2600,1500.0,
,1,Харків,Віддалено,1,26,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Medtech,Аутсорсингова,понад 1000,2.0,2600,1500.0,
,1,Житомир,Віддалено,1,29,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,Fintech,Аутсорсингова,понад 1000,2.0,2600,1400.0,1100
,1,Львів,"Частково віддалено, частково в офісі",1,20,Студент,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,"Big Data, Cloud Computing",Аутсорсингова,понад 1000,1.5,2600,1400.0,
,1,Київ,Віддалено,0,41,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Real Estate,Аутсорсингова,до 200,3.0,2600,1400.0,1300
,1,Рівне,Віддалено,1,26,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,Cloud Computing,Аутсорсингова,понад 1000,4.0,2600,1300.0,1500
,1,Інше,Віддалено,1,40,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,SQL,Automatization for software/hardware migration,Продуктова,до 50,10.0,2600,1300.0,
,1,Львів,"Частково віддалено, частково в офісі",1,35,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,"Insurance, Internet of Things, Telecom",Продуктова,до 200,0.25,2600,1300.0,
,1,Київ,Віддалено,1,26,Середня спеціальна,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,E-commerce,Аутсорсингова,понад 1000,2.0,2600,1300.0,
,1,Дніпро,Віддалено,1,24,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Fintech,Продуктова,до 1000,4.0,2600,1300.0,
,1,Дніпро,Віддалено,1,35,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,Medtech,Аутсорсингова,понад 1000,6.0,2600,1200.0,
,1,Львів,Віддалено,1,25,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,Legal,Аутстафінгова,до 1000,4.0,2600,1200.0,
,1,Київ,Віддалено,1,24,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,Automotive,Аутсорсингова,понад 1000,3.0,2600,1200.0,
,1,Київ,Віддалено,1,24,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Telecom,Аутстафінгова,до 50,3.0,2600,1100.0,
,1,Ужгород,"Частково віддалено, частково в офісі",1,26,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,"Hardware, Internet of Things",Продуктова,до 1000,5.0,2600,1100.0,70
,1,Київ,"Частково віддалено, частково в офісі",1,28,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,ERP,Продуктова,до 1000,3.0,2600,1100.0,
,1,Київ,Віддалено,1,22,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Governmental,Аутсорсингова,понад 1000,2.0,2600,1000.0,
,1,Київ,Віддалено,1,39,Дві вищі,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,Fintech,Продуктова,до 200,5.0,2600,1000.0,
,1,Чернігів,Віддалено,1,27,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Swift,Retail,Аутсорсингова,понад 1000,3.0,2600,1000.0,
,1,Харків,"Частково віддалено, частково в офісі",1,37,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,Fintech,Аутстафінгова,до 10 спеціалістів,2.0,2600,1000.0,
,1,Черкаси,"Частково віддалено, частково в офісі",1,27,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,JavaScript,Education,Аутсорсингова,до 1000,5.0,2600,900.0,
,1,Львів,Віддалено,1,35,Середня спеціальна,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,Medtech,Продуктова,до 1000,7.0,2600,800.0,
,1,Львів,"Частково віддалено, частково в офісі",1,27,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,E-commerce,Аутсорсингова,до 200,3.0,2600,800.0,
,1,Київ,В офісі,1,31,Середня спеціальна,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,Gambling,Продуктова,понад 1000,4.0,2600,800.0,
,1,Харків,Віддалено,1,21,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Kotlin,E-commerce,Аутстафінгова,понад 1000,2.0,2600,800.0,1400
,1,Київ,Віддалено,1,28,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,"E-commerce, Retail",Аутсорсингова,понад 1000,3.0,2600,800.0,
,1,Київ,В офісі,1,31,Вища,,2,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,1С,ERP,Продуктова,Лише я,10.0,2600,700.0,400
,1,Київ,Віддалено,1,25,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,Logistics,Аутсорсингова,до 200,3.0,2600,700.0,
,1,Львів,Віддалено,1,26,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,High Load Systems,Аутсорсингова,до 50,3.0,2600,700.0,
,1,Запоріжжя,Віддалено,1,35,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Python,Agriculture,Продуктова,до 1000,4.0,2600,300.0,
,1,Київ,Віддалено,1,26,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Java,"Embedded, Telecom",Продуктова,до 50,3.0,2600,600.0,100
,1,Львів,Віддалено,1,32,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Python,Gambling,Продуктова,до 1000,10.0,2600,600.0,
,1,Київ,"Частково віддалено, частково в офісі",1,27,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,Fintech,Аутсорсингова,до 50,4.0,2600,600.0,
,1,Львів,Віддалено,1,25,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C++,GameDev,Аутсорсингова,понад 1000,4.0,2600,600.0,
,1,Київ,Віддалено,1,30,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,Study CRM System,Стартап,до 10 спеціалістів,3.0,2600,600.0,
,1,Харків,Віддалено,0,23,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,E-commerce,Аутсорсингова,понад 1000,3.0,2600,500.0,
,1,Київ,Віддалено,1,34,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,E-commerce,Продуктова,до 200,10.0,2600,500.0,
,1,Кропивницький,В офісі,1,28,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Kotlin,"E-commerce, Fintech",Продуктова,до 10 спеціалістів,9.0,2600,500.0,400
,1,Харків,Віддалено,1,35,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Інше,Cloud Computing,Продуктова,до 1000,10.0,2600,500.0,
,1,Київ,"Частково віддалено, частково в офісі",1,29,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,"Media, KiberSport",Продуктова,до 1000,3.0,2600,500.0,
,1,Харків,Віддалено,1,25,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,Adtech,Аутсорсингова,понад 1000,4.0,2600,500.0,
,1,Київ,"Частково віддалено, частково в офісі",0,35,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,PHP,"E-commerce, High Load Systems",Продуктова,до 50,5.0,2600,500.0,
,1,Київ,Віддалено,0,34,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,E-commerce,Аутсорсингова,понад 1000,3.0,2600,400.0,
,1,Івано-Франківськ,Віддалено,1,37,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,JavaScript,E-commerce,Аутсорсингова,до 200,3.0,2600,400.0,400
,1,Львів,"Частково віддалено, частково в офісі",1,30,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Kotlin,"Mobile, Travel",Аутсорсингова,понад 1000,6.0,2600,400.0,300
,1,Київ,Віддалено,0,24,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,TypeScript,E-commerce,Аутсорсингова,до 10 спеціалістів,4.0,2600,300.0,
,1,Дніпро,В офісі,1,36,Вища,Немає,3,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,Java,E-commerce,Продуктова,до 50,10.0,2600,300.0,
,1,Львів,Віддалено,1,29,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,GameDev,Продуктова,до 1000,4.0,2600,300.0,
,1,Хмельницький,Віддалено,0,23,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Senior,JavaScript,Real Estate,Аутстафінгова,Лише я,4.0,2600,300.0,200
,1,Київ,Віддалено,1,32,Вища,Немає,5,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,C# / .NET,Medtech,Аутстафінгова,до 50,4.0,2600,300.0,250
,1,Чернігів,В офісі,1,36,Вища,Немає,4,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",Middle,Ruby,Medtech,Аутсорсингова,до 1000,8.0,2600,250.0,
