english_level,full_time,total_experience,company_type,region,title,programming_language,position,male,salary,year
5,1,1.5,Аутстафінгова,Львів,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1100.0,2022
5,1,10.0,Стартап,Кропивницький,Junior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1000.0,2022
3,1,7.0,Продуктова,Київ,Senior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3325.0,2022
5,1,5.0,Аутсорсингова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4900.0,2022
4,1,4.0,Аутсорсингова,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2800.0,2022
5,1,8.0,Аутсорсингова,Житомир,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2761.0,2022
5,1,10.0,Аутсорсингова,Вінниця,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
5,1,3.0,Аутсорсингова,Не Україна,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2400.0,2022
3,1,2.0,Продуктова,Чернігів,Middle,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1000.0,2022
6,1,5.0,Аутстафінгова,Львів,Senior,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5450.0,2022
4,1,5.0,Продуктова,Київ,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3370.0,2022
5,1,15.0,Аутсорсингова,Київ,Tech Lead,,"DevOps, SRE",1,11000.0,2022
6,1,8.0,Стартап,Не Україна,Head,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8000.0,2022
4,1,5.0,Стартап,Дніпро,Senior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3800.0,2022
4,1,3.0,Продуктова,Івано-Франківськ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2000.0,2022
3,1,6.0,Продуктова,Не Україна,Senior,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4400.0,2022
4,1,4.0,Продуктова,Не Україна,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,5.0,Продуктова,Запоріжжя,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,9.0,Продуктова,Не Україна,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2900.0,2022
5,1,7.0,Продуктова,Не Україна,Tech Lead,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,7150.0,2022
6,1,1.0,Аутстафінгова,Київ,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8000.0,2022
5,1,3.0,Аутсорсингова,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
5,1,5.0,Аутсорсингова,Тернопіль,Senior,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3300.0,2022
4,1,2.0,Продуктова,Не Україна,Middle,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4100.0,2022
5,1,3.0,Аутсорсингова,Тернопіль,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2900.0,2022
4,1,6.0,Аутсорсингова,Не Україна,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
4,1,5.0,Аутстафінгова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5700.0,2022
6,1,3.0,Продуктова,Київ,Senior,SQL,Support,1,2700.0,2022
5,1,6.0,Продуктова,Київ,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4900.0,2022
6,0,1.0,Аутсорсингова,Львів,Intern/Trainee,Python,"Data Science, Machine Learning, Big Data",1,950.0,2022
4,1,3.0,Продуктова,Львів,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1550.0,2022
2,1,7.0,Аутсорсингова,Кропивницький,Junior,Dart,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,700.0,2022
5,1,10.0,Продуктова,Київ,Architect,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5200.0,2022
4,1,10.0,Аутсорсингова,Черкаси,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4500.0,2022
5,1,2.0,Аутсорсингова,Не Україна,Junior,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",0,1000.0,2022
4,1,11.0,Продуктова,Житомир,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1950.0,2022
5,1,1.5,Аутсорсингова,Житомир,Middle,Python,"DevOps, SRE",1,2200.0,2022
5,1,4.0,Аутсорсингова,Київ,Middle,,"Analyst (Business, Data, System)",0,2500.0,2022
4,1,6.0,Аутсорсингова,Київ,Head,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3500.0,2022
3,0,0.25,Продуктова,Не Україна,Intern/Trainee,,HR/Recruiter,0,800.0,2022
3,1,2.0,Аутсорсингова,Не Україна,Middle,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,2200.0,2022
4,1,9.0,Аутсорсингова,Львів,Senior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2940.0,2022
4,1,3.0,Аутсорсингова,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2000.0,2022
5,1,1.5,Аутсорсингова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2850.0,2022
5,1,8.0,Продуктова,Київ,Senior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,5200.0,2022
4,1,3.0,Аутсорсингова,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2300.0,2022
5,1,0.25,Продуктова,Не Україна,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2150.0,2022
4,1,5.0,Аутсорсингова,Київ,Middle,,"Analyst (Business, Data, System)",1,4000.0,2022
5,1,0.25,Продуктова,Київ,Junior,Python,"Analyst (Business, Data, System)",1,1230.0,2022
4,1,0.5,Аутсорсингова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,290.0,2022
4,1,0.25,Продуктова,Львів,Intern/Trainee,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,300.0,2022
2,1,1.0,Аутсорсингова,Дніпро,Junior,JavaScript,HTML Coder,1,800.0,2022
5,0,2.0,Фриланс,Івано-Франківськ,Middle,Інше,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,350.0,2022
5,1,2.0,Продуктова,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1825.0,2022
4,1,3.0,Аутстафінгова,Львів,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
5,1,6.0,Аутсорсингова,Львів,Senior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3500.0,2022
3,1,0.5,Аутсорсингова,Вінниця,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,200.0,2022
5,1,1.5,Продуктова,Дніпро,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,2000.0,2022
4,1,2.0,Аутсорсингова,Київ,Middle,Python,"DevOps, SRE",1,2700.0,2022
5,1,2.0,Аутсорсингова,Вінниця,Junior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1800.0,2022
6,1,5.0,Продуктова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,5200.0,2022
4,1,0.5,Продуктова,Одеса,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,400.0,2022
4,1,3.0,Продуктова,Харків,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1000.0,2022
4,1,3.0,Аутсорсингова,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,2100.0,2022
2,1,5.0,Аутсорсингова,Київ,Head,,Sales Manager,1,1500.0,2022
5,1,1.0,Аутсорсингова,Львів,Junior,,HR/Recruiter,0,400.0,2022
4,1,0.5,Аутстафінгова,Львів,Junior,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,600.0,2022
5,1,5.0,Продуктова,Київ,Senior,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8800.0,2022
4,1,2.0,Продуктова,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1565.0,2022
4,1,1.0,Продуктова,Тернопіль,Junior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,800.0,2022
5,1,15.0,Продуктова,Не Україна,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8000.0,2022
6,1,3.0,Аутстафінгова,Не Україна,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
5,1,3.0,Аутсорсингова,Київ,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2600.0,2022
4,1,15.0,Аутсорсингова,Не Україна,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1100.0,2022
5,1,1.0,Продуктова,Київ,Junior,JavaScript,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,1377.0,2022
5,1,7.0,Продуктова,Львів,Team Lead,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,4000.0,2022
5,1,7.0,Аутсорсингова,Не Україна,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4300.0,2022
5,1,0.5,Аутстафінгова,Не Україна,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1900.0,2022
3,1,1.0,Аутстафінгова,Чернівці,Junior,,"DevOps, SRE",1,1300.0,2022
5,1,5.0,Фриланс,Хмельницький,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1000.0,2022
5,1,1.0,Аутсорсингова,Не Україна,Junior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,900.0,2022
2,1,4.0,Продуктова,Дніпро,Junior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,900.0,2022
5,1,3.0,Продуктова,Київ,Middle,Python,"Data Science, Machine Learning, Big Data",1,3500.0,2022
4,1,15.0,Аутсорсингова,Не Україна,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2800.0,2022
3,1,2.0,Продуктова,Рівне,Middle,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3800.0,2022
4,1,3.0,Аутсорсингова,Київ,Middle,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2800.0,2022
5,1,7.0,Аутсорсингова,Не Україна,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,6500.0,2022
4,1,5.0,Аутстафінгова,Івано-Франківськ,Senior,,DBA,1,4450.0,2022
3,1,11.0,Продуктова,Київ,Tech Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
5,1,3.0,Аутсорсингова,Дніпро,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2500.0,2022
5,1,5.0,Продуктова,Не Україна,Middle,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4400.0,2022
4,1,1.5,Аутстафінгова,Одеса,Junior,Python,"Data Science, Machine Learning, Big Data",1,1200.0,2022
4,1,2.0,Аутстафінгова,Черкаси,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1700.0,2022
6,0,5.0,Продуктова,Київ,Middle,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,10750.0,2022
4,1,3.0,Продуктова,Дніпро,Middle,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3200.0,2022
3,1,3.0,Продуктова,Київ,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1250.0,2022
4,1,15.0,Продуктова,Київ,Architect,1С,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,4500.0,2022
3,1,3.0,Продуктова,Черкаси,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3300.0,2022
5,1,4.0,Аутсорсингова,Дніпро,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2500.0,2022
6,1,4.0,Аутсорсингова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
5,1,1.0,Аутсорсингова,Львів,Middle,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,1300.0,2022
3,0,0.25,Аутстафінгова,Київ,Intern/Trainee,,HR/Recruiter,0,500.0,2022
6,1,6.0,Продуктова,Не Україна,Senior,Ruby,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5500.0,2022
3,1,1.0,Аутсорсингова,Кропивницький,Junior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1000.0,2022
5,1,3.0,Аутсорсингова,Львів,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2600.0,2022
5,1,3.0,Аутсорсингова,Львів,Middle,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3800.0,2022
5,1,4.0,Аутсорсингова,Не Україна,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2150.0,2022
4,1,1.5,Аутсорсингова,Полтава,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1000.0,2022
4,1,1.5,Продуктова,Київ,Middle,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1600.0,2022
3,0,3.0,Продуктова,Івано-Франківськ,Middle,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,300.0,2022
5,1,4.0,Аутсорсингова,Чернівці,Team Lead,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3000.0,2022
4,1,1.0,Аутстафінгова,Львів,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1150.0,2022
6,1,3.0,Продуктова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,2800.0,2022
5,1,9.0,Продуктова,Не Україна,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,7500.0,2022
4,1,2.0,Продуктова,Київ,Middle,TypeScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2100.0,2022
3,1,0.25,Інша,Полтава,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,130.0,2022
5,1,4.0,Продуктова,Дніпро,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2000.0,2022
5,1,1.0,Аутсорсингова,Хмельницький,Junior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,900.0,2022
4,1,5.0,Аутсорсингова,Тернопіль,Senior,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4500.0,2022
4,1,10.0,Аутсорсингова,Київ,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2000.0,2022
4,1,3.0,Аутстафінгова,Івано-Франківськ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1800.0,2022
3,1,0.25,Продуктова,Київ,Junior,,SysAdmin,1,1135.0,2022
6,1,4.0,Продуктова,Київ,Senior,,"Marketing, SEO, Copywriter",0,2600.0,2022
4,1,5.0,Стартап,Київ,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5800.0,2022
5,1,4.0,Аутсорсингова,Київ,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
6,1,10.0,Продуктова,Київ,Manager,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,6800.0,2022
5,1,13.0,Продуктова,Полтава,Senior,,Legal,1,2600.0,2022
4,1,2.0,Продуктова,Не Україна,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,2200.0,2022
5,1,6.0,Аутсорсингова,Хмельницький,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3200.0,2022
5,1,7.0,Аутстафінгова,Не Україна,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8000.0,2022
4,1,5.0,Продуктова,Київ,Senior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,4200.0,2022
4,1,5.0,Стартап,Не Україна,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
4,1,2.0,Стартап,Львів,Junior,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1100.0,2022
4,1,3.0,Аутстафінгова,Львів,Middle,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1900.0,2022
4,1,8.0,Продуктова,Чернівці,Architect,Python,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,7300.0,2022
4,1,3.0,Продуктова,Харків,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1800.0,2022
3,1,2.0,Продуктова,Дніпро,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,760.0,2022
3,1,10.0,Продуктова,Київ,Team Lead,,"Marketing, SEO, Copywriter",1,1600.0,2022
4,1,1.0,Аутсорсингова,Київ,Middle,TypeScript,"DevOps, SRE",1,2300.0,2022
5,1,2.0,Аутстафінгова,Не Україна,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,2890.0,2022
5,1,12.0,Продуктова,Не Україна,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,5.0,Продуктова,Львів,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,2300.0,2022
4,1,1.0,Аутсорсингова,Івано-Франківськ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1300.0,2022
5,1,5.0,Продуктова,Івано-Франківськ,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
3,1,1.5,Продуктова,Київ,Junior,Python,"DevOps, SRE",1,800.0,2022
5,1,3.0,Аутстафінгова,Львів,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3900.0,2022
4,1,8.0,Аутсорсингова,Львів,Senior,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4800.0,2022
5,1,4.0,Продуктова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,7000.0,2022
5,1,3.0,Аутсорсингова,Львів,Senior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,3900.0,2022
4,1,1.5,Аутсорсингова,Рівне,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,650.0,2022
5,1,7.0,Продуктова,Полтава,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2600.0,2022
4,1,11.0,Аутсорсингова,Дніпро,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3800.0,2022
5,1,6.0,Стартап,Київ,Senior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,5700.0,2022
4,1,14.0,Аутсорсингова,Не Україна,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4700.0,2022
6,1,1.5,Аутсорсингова,Вінниця,Intern/Trainee,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,800.0,2022
5,1,1.0,Продуктова,Не Україна,Junior,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1600.0,2022
4,1,3.0,Аутсорсингова,Івано-Франківськ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1300.0,2022
6,1,11.0,Продуктова,Львів,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3841.0,2022
6,1,2.0,Аутсорсингова,Одеса,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,2300.0,2022
4,1,8.0,Аутсорсингова,Харків,Tech Lead,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2022
4,1,3.0,Стартап,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2000.0,2022
5,1,4.0,Продуктова,Не Україна,Team Lead,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,5500.0,2022
5,1,10.0,Аутсорсингова,Не Україна,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,0.25,Аутсорсингова,Вінниця,Senior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,4300.0,2022
5,1,1.0,Аутсорсингова,Не Україна,Middle,,Security Specialist,1,900.0,2022
4,1,12.0,Продуктова,Київ,Senior,Python,SysAdmin,1,3000.0,2022
4,1,0.25,Аутсорсингова,Львів,Middle,TypeScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1850.0,2022
5,1,2.0,Аутстафінгова,Одеса,Junior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1300.0,2022
4,1,4.0,Аутсорсингова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,4236.0,2022
5,1,4.0,Продуктова,Не Україна,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4900.0,2022
5,1,6.0,Аутсорсингова,Львів,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
5,1,5.0,Аутсорсингова,Львів,Senior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3380.0,2022
2,1,10.0,Інша,Полтава,Manager,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1600.0,2022
4,1,3.0,Аутстафінгова,Київ,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3500.0,2022
4,1,5.0,Аутсорсингова,Київ,Senior,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3150.0,2022
6,1,1.0,Продуктова,Не Україна,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,1500.0,2022
5,1,1.0,Аутсорсингова,Житомир,Senior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2700.0,2022
4,1,7.0,Продуктова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4500.0,2022
5,1,1.0,Аутсорсингова,Львів,Junior,,"Analyst (Business, Data, System)",1,1200.0,2022
5,1,8.0,Продуктова,Львів,Senior,Ruby,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,4600.0,2022
5,1,5.0,Аутсорсингова,Чернівці,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3400.0,2022
4,1,2.0,Інша,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1200.0,2022
2,1,1.0,Продуктова,Львів,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,1900.0,2022
6,1,7.0,Продуктова,Київ,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3700.0,2022
5,1,5.0,Продуктова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,2300.0,2022
6,1,14.0,Аутстафінгова,Львів,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6370.0,2022
5,1,3.0,Аутстафінгова,Київ,Middle,,"Analyst (Business, Data, System)",1,3000.0,2022
6,1,15.0,Продуктова,Не Україна,Head,,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,9000.0,2022
4,1,1.0,Продуктова,Київ,Middle,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1300.0,2022
4,1,3.0,Продуктова,Дніпро,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1800.0,2022
5,1,3.0,Аутсорсингова,Київ,Middle,,HR/Recruiter,0,1500.0,2022
5,1,10.0,Продуктова,Київ,Manager,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,8000.0,2022
5,1,2.0,Продуктова,Полтава,Middle,Python,"Data Science, Machine Learning, Big Data",1,3700.0,2022
4,1,12.0,Продуктова,Івано-Франківськ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2800.0,2022
3,1,10.0,Інша,Київ,Junior,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,547.0,2022
4,1,4.0,Аутсорсингова,Не Україна,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,3300.0,2022
3,1,1.5,Аутсорсингова,Львів,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,960.0,2022
5,1,10.0,Продуктова,Київ,Senior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,5500.0,2022
5,1,6.0,Аутстафінгова,Київ,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6500.0,2022
