english_level,full_time,total_experience,company_type,region,title,programming_language,position,male,salary,year
6,1,10.0,Продуктова,Не Україна,Tech Lead,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8000.0,2022
4,1,15.0,Продуктова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4500.0,2022
4,1,6.0,Продуктова,Черкаси,Team Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
5,1,8.0,Продуктова,Не Україна,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,4750.0,2022
6,1,0.25,Аутсорсингова,Харків,Middle,,Sales Manager,1,540.0,2022
5,1,15.0,Аутсорсингова,Не Україна,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,3300.0,2022
5,1,6.0,Продуктова,Не Україна,Senior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2700.0,2022
5,1,9.0,Аутсорсингова,Івано-Франківськ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4370.0,2022
5,1,5.0,Продуктова,Львів,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8900.0,2022
3,1,2.0,Продуктова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1250.0,2022
5,1,11.0,Продуктова,Вінниця,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5300.0,2022
4,1,3.0,Продуктова,Не Україна,Middle,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2500.0,2022
5,1,0.5,Аутсорсингова,Не Україна,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,400.0,2022
5,1,15.0,Продуктова,Івано-Франківськ,Team Lead,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,7200.0,2022
4,1,0.25,Аутсорсингова,Не Україна,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,640.0,2022
5,1,0.5,Аутсорсингова,Одеса,Junior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,550.0,2022
4,1,6.0,Аутстафінгова,Не Україна,Middle,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,3.0,Продуктова,Львів,Middle,Python,"Data Science, Machine Learning, Big Data",1,1800.0,2022
4,1,0.25,Аутсорсингова,Київ,Intern/Trainee,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,410.0,2022
3,1,2.0,Продуктова,Івано-Франківськ,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2000.0,2022
5,1,0.25,Аутсорсингова,Не Україна,Tech Lead,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,2200.0,2022
4,1,1.5,Продуктова,Дніпро,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,700.0,2022
5,1,0.5,Стартап,Не Україна,Junior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,700.0,2022
5,1,3.0,Аутсорсингова,Суми,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2300.0,2022
5,1,5.0,Аутсорсингова,Львів,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,8000.0,2022
4,1,1.0,Аутсорсингова,Харків,Junior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1200.0,2022
4,1,4.0,Стартап,Не Україна,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3700.0,2022
5,1,2.0,Аутсорсингова,Львів,Middle,Dart,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1400.0,2022
6,1,2.0,Стартап,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2700.0,2022
4,1,1.5,Продуктова,Дніпро,Junior,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1000.0,2022
5,1,2.0,Аутсорсингова,Харків,Middle,,"Analyst (Business, Data, System)",0,1200.0,2022
5,1,0.25,Аутсорсингова,Київ,Middle,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4200.0,2022
4,1,0.25,Продуктова,Не Україна,Senior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3800.0,2022
4,1,1.0,Аутсорсингова,Не Україна,Junior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1600.0,2022
6,1,4.0,Продуктова,Харків,Middle,,"Designer / Artist (Graphic, UX/UI, Game, Artist, Sound etc.)",1,1000.0,2022
5,1,15.0,Продуктова,Київ,Tech Lead,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
4,1,1.5,Продуктова,Одеса,Junior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1400.0,2022
5,1,5.0,Продуктова,Київ,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,1500.0,2022
5,1,1.5,Продуктова,Київ,Middle,Python,"Data Science, Machine Learning, Big Data",1,2500.0,2022
4,1,4.0,Аутсорсингова,Не Україна,Middle,TypeScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,4000.0,2022
5,1,3.0,Аутсорсингова,Львів,Middle,Dart,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3200.0,2022
4,1,15.0,Продуктова,Кропивницький,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2750.0,2022
5,1,0.5,Аутсорсингова,Київ,Junior,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,700.0,2022
2,1,0.5,Продуктова,Київ,Junior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,800.0,2022
5,1,6.0,Аутсорсингова,Полтава,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
3,1,1.0,Аутсорсингова,Вінниця,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,680.0,2022
5,1,3.0,Аутсорсингова,Не Україна,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2900.0,2022
4,1,5.0,Продуктова,Київ,Head,,HR/Recruiter,0,1300.0,2022
5,1,3.0,Аутсорсингова,Чернівці,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2200.0,2022
4,1,0.5,Продуктова,Чернівці,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,450.0,2022
4,1,15.0,Аутстафінгова,Івано-Франківськ,Middle,,SysAdmin,1,850.0,2022
4,1,3.0,Аутсорсингова,Львів,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2950.0,2022
5,1,1.5,Продуктова,Київ,Middle,Python,"Data Science, Machine Learning, Big Data",1,3300.0,2022
5,1,5.0,Аутстафінгова,Не Україна,Senior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,4000.0,2022
5,1,1.0,Продуктова,Київ,Junior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1220.0,2022
5,1,3.0,Аутсорсингова,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3200.0,2022
5,1,9.0,Аутсорсингова,Київ,Tech Lead,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,5500.0,2022
4,1,6.0,Аутсорсингова,Дніпро,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5000.0,2022
5,1,3.0,Аутсорсингова,Не Україна,Middle,C# / .NET,Game Developer / Programmer,1,3000.0,2022
6,1,5.0,Аутсорсингова,Київ,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4400.0,2022
5,1,5.0,Аутсорсингова,Львів,Middle,Python,"Data Science, Machine Learning, Big Data",1,4000.0,2022
5,1,7.0,Продуктова,Чернівці,Team Lead,TypeScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,3000.0,2022
4,1,0.25,Аутсорсингова,Чернівці,Intern/Trainee,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,350.0,2022
5,1,6.0,Аутстафінгова,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6300.0,2022
5,1,6.0,Аутстафінгова,Львів,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
5,1,8.0,Продуктова,Одеса,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1500.0,2022
3,1,0.25,Аутсорсингова,Хмельницький,Intern/Trainee,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,500.0,2022
4,1,3.0,Продуктова,Вінниця,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4050.0,2022
6,1,1.0,Продуктова,Львів,Junior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,1000.0,2022
5,1,0.25,Продуктова,Не Україна,Junior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1550.0,2022
4,1,7.0,Продуктова,Не Україна,Senior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5700.0,2022
5,1,5.0,Аутстафінгова,Львів,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4500.0,2022
4,1,4.0,Продуктова,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1400.0,2022
4,1,1.0,Аутсорсингова,Київ,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1100.0,2022
4,1,5.0,Аутсорсингова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,4320.0,2022
3,1,1.5,Продуктова,Київ,Junior,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1200.0,2022
5,1,1.5,Аутсорсингова,Київ,Junior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1500.0,2022
5,1,1.5,Аутсорсингова,Тернопіль,Junior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,940.0,2022
6,1,5.0,Аутсорсингова,Не Україна,Senior,Python,"Data Science, Machine Learning, Big Data",1,5000.0,2022
6,1,3.0,Продуктова,Київ,Senior,,Technical writer,0,6000.0,2022
4,1,3.0,Аутсорсингова,Київ,Middle,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,800.0,2022
4,1,5.0,Аутсорсингова,Полтава,Team Lead,Python,"DevOps, SRE",1,1800.0,2022
5,1,0.25,Аутстафінгова,Київ,Intern/Trainee,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,640.0,2022
4,1,12.0,Продуктова,Дніпро,Team Lead,Erlang,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
3,1,3.0,Продуктова,Івано-Франківськ,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2000.0,2022
6,1,6.0,Продуктова,Київ,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,3750.0,2022
4,1,2.0,Аутсорсингова,Одеса,Middle,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2300.0,2022
4,1,4.0,Продуктова,Не Україна,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,1500.0,2022
4,1,1.5,Аутсорсингова,Хмельницький,Junior,C++,Game Developer / Programmer,1,1200.0,2022
5,1,4.0,Аутстафінгова,Київ,Middle,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3350.0,2022
4,1,2.0,Продуктова,Вінниця,Junior,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,870.0,2022
5,1,6.0,Продуктова,Львів,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5500.0,2022
4,1,4.0,Аутсорсингова,Київ,Senior,Python,"Data Science, Machine Learning, Big Data",0,3500.0,2022
4,1,1.0,Аутсорсингова,Кропивницький,Middle,JavaScript,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,4200.0,2022
5,1,3.0,Продуктова,Київ,Middle,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
5,1,4.0,Стартап,Одеса,Tech Lead,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3750.0,2022
4,1,6.0,Аутсорсингова,Івано-Франківськ,Middle,Dart,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4000.0,2022
4,1,3.0,Аутсорсингова,Львів,Middle,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
5,0,10.0,Аутсорсингова,Львів,Senior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3500.0,2022
5,1,1.5,Аутсорсингова,Черкаси,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1050.0,2022
6,1,1.0,Аутсорсингова,Дніпро,Middle,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,1500.0,2022
5,1,2.0,Аутсорсингова,Львів,Junior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1200.0,2022
4,1,4.0,Аутсорсингова,Харків,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1650.0,2022
6,1,8.0,Аутсорсингова,Львів,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,4500.0,2022
4,1,2.0,Аутсорсингова,Львів,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1800.0,2022
5,0,1.0,Продуктова,Одеса,Junior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1200.0,2022
6,1,4.0,Продуктова,Львів,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,7200.0,2022
5,0,1.5,Продуктова,Київ,Junior,Python,"Data Science, Machine Learning, Big Data",1,1080.0,2022
3,1,3.0,Аутсорсингова,Дніпро,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1700.0,2022
4,1,10.0,Аутсорсингова,Харків,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2700.0,2022
3,1,4.0,Аутсорсингова,Івано-Франківськ,Middle,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1800.0,2022
5,1,1.0,Аутсорсингова,Київ,Junior,,"Analyst (Business, Data, System)",0,1000.0,2022
4,1,2.0,Аутсорсингова,Тернопіль,Junior,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1350.0,2022
4,1,8.0,Продуктова,Київ,Head,,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",1,4000.0,2022
4,1,7.0,Продуктова,Київ,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5200.0,2022
4,1,1.0,Аутсорсингова,Київ,Junior,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,800.0,2022
4,1,15.0,Інша,Київ,Senior,,ERP/CRM,0,1400.0,2022
4,1,1.0,Аутсорсингова,Київ,Junior,Інше,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1000.0,2022
5,1,3.0,Аутсорсингова,Львів,Middle,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2200.0,2022
5,1,1.5,Аутстафінгова,Львів,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,1100.0,2022
6,1,6.0,Продуктова,Київ,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,3500.0,2022
5,1,7.0,Аутсорсингова,Львів,Senior,C# / .NET,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,4700.0,2022
6,1,3.0,Аутстафінгова,Не Україна,Middle,Python,"Data Science, Machine Learning, Big Data",0,3700.0,2022
5,1,2.0,Аутсорсингова,Київ,Middle,C# / .NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,2000.0,2022
4,1,5.0,Стартап,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2022
5,1,5.0,Аутсорсингова,Київ,Middle,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3000.0,2022
5,1,9.0,Аутсорсингова,Львів,Senior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,2650.0,2022
4,1,2.0,Аутсорсингова,Київ,Middle,Rust,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,2300.0,2022
5,0,0.25,Продуктова,Не Україна,Middle,Rust,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,3500.0,2022
